run_uid,question_id,dataset,is_representative,is_correct,probe_margin,se_probe_margin,entropy_baseline_margin,probe_prob_correct,se_probe_prob_high,entropy_baseline_prob,semantic_entropy,mean_think_entropy,think_token_len,think_char_len,umap_x,umap_y
math-53-8,53,math,False,True,7.99083,-9.55307,0.96503,0.99966,7e-05,0.72413,-0.0,0.11345,922,2175,2.81015,11.68873
math-156-3,156,math,False,True,2.72243,-4.13433,-0.42009,0.93834,0.01576,0.3965,-0.0,0.19609,2199,6967,-0.73558,7.23062
math-66-5,66,math,False,True,2.78812,6.0759,-0.33859,0.94203,0.99771,0.41615,0.63903,0.19123,573,1688,2.85668,9.6469
math-119-3,119,math,False,True,5.03738,5.24697,0.87608,0.99355,0.99476,0.70601,0.94335,0.11876,6284,12232,-3.10897,5.1945
math-104-5,104,math,False,False,-37.15803,-5.46457,-1.02268,0.0,0.00422,0.26451,-0.0,0.23204,8192,4,-18.91685,-0.94295
math-74-5,74,math,False,True,8.62817,-7.33265,-0.37685,0.99982,0.00065,0.40689,-0.0,0.19351,825,2506,14.06679,11.93206
math-477-5,477,math,False,False,-3.47681,7.2431,0.38589,0.02998,0.99929,0.59529,0.63903,0.148,677,2070,2.29568,7.81389
math-157-7,157,math,False,False,-19.93034,5.3752,-0.96062,0.0,0.99539,0.27675,0.94335,0.22834,8192,4,-19.42387,-3.43281
math-112-3,112,math,False,True,7.89862,-8.31686,0.94473,0.99963,0.00024,0.72005,-0.0,0.11466,635,1853,3.24596,8.40648
math-23-8,23,math,False,True,-1.64089,2.62578,-1.83251,0.16234,0.9325,0.13794,-0.0,0.28035,4861,15659,-2.84419,4.90098
math-167-3,167,math,False,False,-24.12862,-6.66896,-2.85277,0.0,0.00127,0.05454,-0.0,0.34122,8192,4,-19.1705,-1.35713
math-277-1,277,math,False,True,7.22215,-2.11103,1.05191,0.99927,0.10803,0.74114,-0.0,0.10827,3439,8138,-1.68092,6.61788
math-438-4,438,math,False,True,9.45582,-9.40613,-1.78083,0.99992,8e-05,0.1442,-0.0,0.27727,2307,6676,18.16646,6.13038
math-458-4,458,math,False,True,7.67743,-6.6513,-0.28059,0.99954,0.00129,0.43031,-0.0,0.18777,185,611,3.44662,10.12095
math-367-8,367,math,True,True,11.09862,2.08822,0.64082,0.99998,0.88975,0.65494,0.63903,0.13279,3539,7721,-1.855,6.65465
math-379-6,379,math,False,True,1.66758,5.95348,1.16309,0.84125,0.99741,0.76189,0.94045,0.10164,1478,3405,0.44287,7.6337
math-263-3,263,math,False,True,7.78672,-9.08192,1.36652,0.99958,0.00011,0.79682,-0.0,0.0895,435,1027,4.90383,10.17478
math-272-7,272,math,False,False,-1.35619,4.22954,0.72704,0.20486,0.98565,0.67416,0.32508,0.12765,4197,7843,-0.12594,10.69453
math-383-6,383,math,False,False,-12.97074,9.17333,-0.86999,0.0,0.9999,0.29526,0.63903,0.22293,8192,4,-18.17048,-3.62962
math-490-8,490,math,False,True,12.16097,-4.95338,0.58777,0.99999,0.00701,0.64285,-0.0,0.13596,4060,10588,-2.31034,2.96136
math-165-2,165,math,False,True,11.40578,7.00491,1.24885,0.99999,0.99909,0.7771,0.32508,0.09652,5950,13451,15.39306,10.09171
math-39-0,39,math,False,True,6.5004,-4.1811,1.25137,0.9985,0.01505,0.77754,-0.0,0.09637,478,1311,4.0012,9.74678
math-413-7,413,math,False,False,-43.49153,-21.40357,-0.94973,0.0,0.0,0.27894,0.32508,0.22769,8192,4,-18.41106,-0.7922
math-33-2,33,math,False,True,4.09327,4.52292,-1.74995,0.98359,0.98926,0.14805,0.67301,0.27543,6370,21785,-3.14899,5.27271
math-407-5,407,math,False,True,14.72815,-11.3915,0.86335,1.0,1e-05,0.70336,-0.0,0.11952,776,1972,2.66516,9.67429
math-47-0,47,math,False,False,-2.22129,8.10181,-0.73141,0.09785,0.9997,0.32488,0.32508,0.21466,7506,19066,18.63417,6.83562
math-156-7,156,math,False,True,4.27972,-4.86272,-0.4192,0.98634,0.00767,0.39671,-0.0,0.19603,2374,7211,-0.95558,7.36603
math-249-1,249,math,False,False,-21.62422,28.40245,1.39976,0.0,1.0,0.80215,0.32508,0.08752,8192,4,-18.17864,-3.65337
math-59-2,59,math,False,True,1.82312,5.99809,0.46558,0.86094,0.99752,0.61434,0.32508,0.14325,1224,2583,0.21469,10.83369
math-11-0,11,math,False,True,1.9329,-3.14089,-0.23675,0.87357,0.04145,0.44109,-0.0,0.18515,7056,16655,-3.32465,5.58665
math-466-9,466,math,False,True,10.39487,-4.60986,0.39613,0.99997,0.00986,0.59776,-0.0,0.14739,1593,3984,0.24009,7.50316
math-278-6,278,math,False,True,7.79309,-6.82978,0.6072,0.99959,0.00108,0.6473,-0.0,0.1348,622,1980,3.24067,11.69717
math-89-0,89,math,False,False,-47.17612,-4.01093,-1.23391,0.0,0.01779,0.2255,-0.0,0.24464,8192,4,-19.38952,-2.19786
math-384-0,384,math,True,False,-2.5108,-6.81201,1.31661,0.0751,0.0011,0.78862,-0.0,0.09248,989,2629,1.16919,6.04106
math-3-6,3,math,False,True,9.90167,-5.8452,1.22078,0.99995,0.00289,0.7722,-0.0,0.09819,973,2229,-1.60576,1.55896
math-59-9,59,math,False,True,1.86063,5.71437,0.94328,0.86537,0.99671,0.71976,0.32508,0.11475,994,1831,0.19366,10.81173
math-90-3,90,math,False,True,1.75852,4.16954,1.50663,0.85302,0.98478,0.81856,0.94045,0.08114,1879,3600,-0.66903,7.92289
math-195-3,195,math,False,False,-33.04169,-1.42108,-0.04532,0.0,0.19449,0.48867,0.89795,0.17373,8192,4,-19.42873,-2.82488
math-494-5,494,math,False,True,10.09279,-9.2144,0.76728,0.99996,0.0001,0.68293,-0.0,0.12525,2371,4841,15.91474,11.55116
math-440-3,440,math,False,True,5.15365,-9.05942,0.79165,0.99425,0.00012,0.68819,-0.0,0.1238,3494,7968,0.10078,5.77666
math-202-1,202,math,False,True,3.81169,2.84451,0.50772,0.97837,0.94503,0.62427,0.32508,0.14074,2018,4785,1.35273,9.64569
math-256-1,256,math,False,False,-9.1698,11.54603,0.58131,0.0001,0.99999,0.64137,2.30259,0.13634,1917,5049,2.27433,10.00794
math-278-2,278,math,False,True,9.38644,-8.09608,0.46924,0.99992,0.0003,0.6152,-0.0,0.14303,534,1749,3.2456,11.66167
math-50-0,50,math,False,True,7.1423,-17.26914,1.49709,0.99921,0.0,0.81714,-0.0,0.08171,578,1541,5.21515,9.50737
math-406-5,406,math,False,False,-1.62175,6.07509,-0.39424,0.16496,0.99771,0.4027,0.32508,0.19455,1148,4367,1.88564,8.14795
math-33-4,33,math,False,False,-41.79344,19.26707,-1.30572,0.0,1.0,0.2132,0.67301,0.24892,8192,4,-18.16525,-0.35744
math-134-9,134,math,False,True,6.00283,4.7941,-0.55272,0.99753,0.99179,0.36523,0.32508,0.204,1546,4986,1.87861,8.5408
math-177-2,177,math,True,True,2.72351,-0.43108,0.6409,0.9384,0.39387,0.65496,0.32508,0.13279,1732,3786,-0.47795,8.66931
math-475-0,475,math,False,True,8.32218,-4.95585,1.07082,0.99976,0.00699,0.74475,-0.0,0.10714,1827,4229,-0.65661,8.11357
math-136-0,136,math,False,True,7.59404,-6.48593,0.6142,0.9995,0.00152,0.6489,-0.0,0.13438,1069,2883,0.93294,9.30421
math-313-9,313,math,False,True,8.7703,-3.45704,-0.0407,0.99984,0.03056,0.48983,-0.0,0.17345,495,1773,5.80836,9.72559
math-286-2,286,math,False,False,-45.60295,10.62225,-0.39744,0.0,0.99998,0.40193,0.32508,0.19474,8192,4,-18.23337,-0.32693
math-170-3,170,math,False,True,2.48944,5.47616,0.90425,0.9234,0.99583,0.71182,0.63903,0.11708,539,1580,3.18545,9.78008
math-203-0,203,math,False,True,5.50494,-6.85313,-0.47101,0.99595,0.00106,0.38438,-0.0,0.19913,1952,6263,-0.98156,7.46637
math-326-7,326,math,False,True,-1.99131,2.46008,-0.31319,0.12012,0.9213,0.42234,0.94045,0.18971,739,2150,2.46397,8.85146
math-42-5,42,math,False,False,-2.55436,6.03715,0.40405,0.07213,0.99762,0.59966,1.74807,0.14692,5085,12563,-2.53566,5.12848
math-162-2,162,math,False,True,12.96686,-17.12091,0.81217,1.0,0.0,0.69257,-0.0,0.12257,403,1001,4.16922,10.39383
math-306-0,306,math,False,False,-2.75631,-10.68676,0.46506,0.05973,2e-05,0.61421,-0.0,0.14328,1066,2863,13.03211,11.31865
math-205-8,205,math,False,False,-35.139,-22.28505,-1.04975,0.0,0.0,0.25927,-0.0,0.23365,8192,4,-19.39273,-2.02598
math-317-5,317,math,True,True,11.61263,-11.1219,1.41257,0.99999,1e-05,0.80417,-0.0,0.08675,1258,2931,14.63345,11.6573
math-393-6,393,math,False,False,-53.95229,-4.62189,-2.081,0.0,0.00974,0.11096,-0.0,0.29518,8192,4,-18.31792,-0.35661
math-8-9,8,math,False,False,-5.30019,-5.79615,0.64647,0.00497,0.00303,0.65622,-0.0,0.13246,2481,6598,13.78738,10.74817
math-110-9,110,math,False,False,-18.28216,3.80176,-0.49291,0.0,0.97816,0.37921,1.0889,0.20043,8192,4,-18.78629,-3.41055
math-346-3,346,math,False,True,5.68446,-5.92215,0.20324,0.99661,0.00267,0.55063,-0.0,0.1589,702,1836,3.44688,3.73753
math-211-2,211,math,True,True,7.77003,14.34951,-0.38214,0.99958,1.0,0.40561,0.94335,0.19382,6677,17652,-3.51311,5.06961
math-213-0,213,math,False,True,5.34762,-4.71394,0.61164,0.99526,0.00889,0.64831,-0.0,0.13454,931,2950,2.76331,8.18397
math-483-0,483,math,False,True,7.17819,10.73831,-0.30964,0.99924,0.99998,0.4232,1.41848,0.1895,5914,15860,-2.97158,5.62117
math-392-6,392,math,False,True,12.98019,2.30415,0.15812,1.0,0.90922,0.53945,0.32508,0.16159,3341,8312,-2.23817,2.84609
math-142-4,142,math,False,False,-2.28443,14.8255,-1.40242,0.09242,1.0,0.19743,0.32508,0.25469,967,3949,1.74688,7.7828
math-4-1,4,math,False,True,3.69836,-1.10581,1.23662,0.97583,0.24865,0.77498,-0.0,0.09725,683,1748,2.60802,9.64128
math-101-7,101,math,True,False,-4.43464,13.32423,-0.37757,0.01172,1.0,0.40671,0.63903,0.19355,7717,22174,-3.60045,4.93356
math-325-5,325,math,False,False,-56.25526,-10.65883,-2.34494,0.0,2e-05,0.08747,-0.0,0.31092,8192,4,-18.61707,-1.12501
math-454-0,454,math,False,True,3.37097,3.98551,0.05649,0.96678,0.98176,0.51412,0.63903,0.16766,1185,2963,1.38053,7.93171
math-266-1,266,math,False,True,16.13251,-9.29576,1.06668,1.0,9e-05,0.74396,-0.0,0.10739,994,2523,1.5517,9.34973
math-240-4,240,math,False,False,-34.92252,-3.92591,-0.9326,0.0,0.01934,0.2824,-0.0,0.22666,8192,4,-18.68428,-1.66492
math-105-1,105,math,False,False,-44.03198,60.09272,-1.04745,0.0,1.0,0.25972,0.32508,0.23352,8192,4,-18.19214,-0.28954
math-54-7,54,math,False,True,7.12564,5.5715,-0.40062,0.9992,0.99621,0.40116,0.67301,0.19493,694,2177,0.60253,10.64187
math-364-2,364,math,False,True,8.30054,-16.81086,1.07452,0.99975,0.0,0.74546,-0.0,0.10692,571,1772,4.95758,9.34829
math-155-5,155,math,False,False,-25.35272,-6.23118,-3.11751,0.0,0.00196,0.04239,-0.0,0.35702,8192,4,-19.25643,-3.27267
math-402-7,402,math,False,False,-70.87554,-4.58091,-0.12504,0.0,0.01014,0.46878,-0.0,0.17849,8192,4,-18.93414,-0.93126
math-329-3,329,math,False,False,-6.26693,11.74461,0.25839,0.00189,0.99999,0.56424,1.35924,0.15561,7669,18577,-2.65944,3.72694
math-174-1,174,math,True,True,12.09925,4.02793,0.89114,0.99999,0.9825,0.70912,1.16828,0.11786,3843,9184,-2.56983,5.95392
math-57-0,57,math,False,False,-1.44403,3.55606,1.21079,0.19092,0.97224,0.77044,1.22753,0.09879,730,1789,1.94064,9.65907
math-99-2,99,math,False,True,16.30032,-29.65369,0.09403,1.0,0.0,0.52349,-0.0,0.16542,548,1736,3.35494,11.47551
math-12-9,12,math,False,False,-53.3289,-4.43446,-0.33192,0.0,0.01172,0.41777,-0.0,0.19083,8192,4,-18.46921,-0.62733
math-497-5,497,math,False,True,11.13644,-8.74456,0.93168,0.99999,0.00016,0.71742,-0.0,0.11544,1366,3214,15.18816,9.00958
math-429-9,429,math,False,True,5.61753,4.06567,-0.96231,0.99638,0.98314,0.27642,0.63903,0.22844,5856,15722,18.40005,7.23226
math-353-9,353,math,False,False,-34.36817,-15.62588,-1.182,0.0,0.0,0.23469,-0.0,0.24154,8192,4,-17.86981,0.55151
math-324-4,324,math,False,False,-6.58913,-6.30044,-1.70508,0.00137,0.00183,0.1538,-0.0,0.27275,8192,4,-19.33923,-3.15288
math-356-6,356,math,False,False,-48.61325,5.21721,-0.41038,0.0,0.99461,0.39882,0.32508,0.19551,8192,4,-18.14089,-3.98075
math-295-2,295,math,False,False,-6.03945,5.16293,-1.05217,0.00238,0.99431,0.25881,0.89795,0.2338,8192,4,-19.54534,-2.18288
math-161-5,161,math,False,True,4.33016,-10.25615,0.4824,0.98701,4e-05,0.61831,-0.0,0.14225,558,1382,5.04777,9.6224
math-268-6,268,math,False,False,-6.16877,-5.32766,-0.16751,0.00209,0.00483,0.45822,-0.0,0.18102,3536,9959,-2.53895,6.93458
math-487-5,487,math,False,False,-26.9524,14.2889,-1.84549,0.0,1.0,0.1364,0.69315,0.28113,8192,4,-18.03043,-0.31227
math-78-9,78,math,False,True,11.09569,-13.98813,0.74126,0.99998,0.0,0.67727,-0.0,0.1268,484,1227,4.91606,10.02936
math-188-4,188,math,True,True,9.52794,-9.74421,1.13065,0.99993,6e-05,0.75596,-0.0,0.10357,666,1952,2.99937,8.25851
math-497-6,497,math,False,True,9.91125,-6.90044,1.05193,0.99995,0.00101,0.74115,-0.0,0.10827,1324,3150,15.14754,9.05648
math-71-8,71,math,False,False,-4.6167,3.28512,-0.1504,0.00979,0.96391,0.46247,0.94045,0.18,1070,3023,0.49793,10.0431
math-94-1,94,math,False,True,5.12253,-11.81335,1.04697,0.99407,1e-05,0.74019,-0.0,0.10856,1414,3569,12.7883,11.17148
math-184-0,184,math,False,False,-1.5947,1.45445,0.67295,0.16872,0.81068,0.66216,1.22753,0.13088,2893,6675,-1.40908,7.08864
math-240-2,240,math,False,False,-34.0945,-29.67814,-0.67252,0.0,0.0,0.33793,-0.0,0.21115,8192,4,-19.3941,-2.68491
math-357-5,357,math,False,True,2.41056,4.57301,0.3697,0.91763,0.98978,0.59139,0.32508,0.14897,2200,5182,-0.54068,6.82653
math-258-3,258,math,False,False,-4.72064,2.31488,0.24654,0.00883,0.9101,0.56133,0.32508,0.15632,1082,3711,2.02993,9.21758
math-366-7,366,math,False,False,-24.23791,-19.43423,-0.92744,0.0,0.0,0.28344,-0.0,0.22636,8192,4,-18.17744,-3.50703
math-281-4,281,math,False,False,-1.76905,-3.58612,0.27055,0.14566,0.02696,0.56723,-0.0,0.15488,2212,6669,-0.9645,7.10737
math-490-2,490,math,True,True,13.09724,-5.88823,0.80414,1.0,0.00276,0.69086,-0.0,0.12305,2867,7407,-2.19854,2.77962
math-25-7,25,math,False,False,-4.28644,4.82435,1.05129,0.01357,0.99203,0.74102,2.30259,0.10831,1869,4722,-0.6042,7.73209
math-365-0,365,math,False,True,2.79476,-3.27156,-1.4019,0.94239,0.03656,0.19751,-0.0,0.25466,7358,22982,19.29151,6.75664
math-460-3,460,math,False,False,-4.14455,-2.55648,0.92598,0.0156,0.07199,0.71626,-0.0,0.11578,3637,8772,14.5329,10.11456
math-10-0,10,math,False,False,-41.06074,-5.57732,-4.10598,0.0,0.00377,0.01621,-0.0,0.41599,8192,4,-18.61113,-0.79697
math-320-1,320,math,False,True,13.53246,-9.86515,1.1597,1.0,5e-05,0.76128,-0.0,0.10184,613,1777,5.20077,9.59553
math-222-3,222,math,False,True,12.01915,-10.16361,0.57192,0.99999,4e-05,0.63921,-0.0,0.13691,3401,7172,14.33208,10.5429
math-209-7,209,math,False,True,6.54308,-5.05954,0.5848,0.99856,0.00631,0.64217,-0.0,0.13614,659,1930,2.79475,9.42637
math-213-4,213,math,False,True,5.75565,-5.10082,0.73247,0.99685,0.00605,0.67535,-0.0,0.12733,959,2945,2.77775,8.14912
math-290-8,290,math,True,True,10.94215,-6.93068,0.35946,0.99998,0.00098,0.58891,-0.0,0.14958,2890,7372,-1.16705,6.98227
math-310-3,310,math,False,True,8.84088,3.7923,0.09282,0.99986,0.97795,0.52319,-0.0,0.16549,4224,9939,-2.8244,6.08377
math-30-1,30,math,True,True,10.47621,2.72765,-0.42788,0.99997,0.93864,0.39463,0.61086,0.19655,910,3192,1.96174,8.04819
math-11-3,11,math,False,True,3.16633,-1.58189,-0.13214,0.95955,0.17053,0.46701,-0.0,0.17891,6571,16242,-3.33405,5.6002
math-325-9,325,math,False,False,-51.21969,-4.35171,-2.45019,0.0,0.01272,0.07942,-0.0,0.3172,8192,4,-19.10005,-1.5867
math-424-2,424,math,False,True,2.68745,7.19869,1.14396,0.93628,0.99925,0.75841,1.35924,0.10278,5894,11117,-2.0482,5.40483
math-184-5,184,math,False,False,6.16956,-2.87107,0.39065,0.99791,0.0536,0.59644,1.22753,0.14772,2672,6242,15.84079,11.48959
math-180-7,180,math,False,True,3.70187,-5.10108,0.96211,0.97592,0.00605,0.72354,-0.0,0.11363,2296,5256,13.93395,10.23125
math-339-6,339,math,False,True,-4.40581,0.57269,0.96588,0.01206,0.63938,0.7243,-0.0,0.1134,1473,3477,0.27416,9.34635
math-167-2,167,math,False,False,-41.72148,-3.878,-2.24695,0.0,0.02027,0.09561,-0.0,0.30508,8192,4,-17.84494,0.66371
math-270-4,270,math,False,True,10.61745,-5.77538,-0.20414,0.99998,0.00309,0.44914,-0.0,0.1832,886,3247,2.24045,8.57905
math-370-9,370,math,False,True,7.38227,-3.78982,-0.58641,0.99938,0.0221,0.35746,-0.0,0.20601,3369,10548,-2.05954,6.67358
math-459-8,459,math,False,False,-2.67269,8.2209,-1.69125,0.0646,0.99973,0.15561,0.32508,0.27193,2186,6774,-1.6996,7.74167
math-105-2,105,math,False,False,-84.87464,5.69643,-0.7369,0.0,0.99665,0.32368,0.32508,0.21499,8192,4,-17.92383,0.50866
math-163-8,163,math,False,True,4.15681,-6.43733,0.2572,0.98458,0.0016,0.56395,-0.0,0.15568,2029,5591,-0.67237,7.95073
math-118-9,118,math,True,True,7.40048,-14.31773,0.7447,0.99939,0.0,0.67802,-0.0,0.1266,495,1549,5.35803,9.79905
math-191-1,191,math,False,True,9.96858,-5.96305,0.2443,0.99995,0.00257,0.56077,-0.0,0.15645,1517,4569,14.30775,12.07306
math-417-6,417,math,False,True,8.55228,-2.66983,0.66212,0.99981,0.06478,0.65974,-0.0,0.13152,3920,7681,-2.39367,5.72289
math-319-9,319,math,False,False,-4.22387,-7.97164,1.59005,0.01443,0.00034,0.83062,-0.0,0.07616,900,2265,2.35856,10.81897
math-447-4,447,math,False,True,5.22803,-3.57047,1.22288,0.99466,0.02737,0.77257,-0.0,0.09807,1096,2379,0.11478,7.17123
math-337-0,337,math,False,True,12.80509,-9.60732,1.37134,1.0,7e-05,0.7976,-0.0,0.08921,978,2075,1.19826,9.95954
math-328-1,328,math,False,False,-37.40653,41.57632,-0.69532,0.0,1.0,0.33285,0.32508,0.21251,8192,4,-19.46619,-2.19714
math-396-1,396,math,False,True,1.39446,-12.49769,0.29125,0.8013,0.0,0.5723,-0.0,0.15365,1129,2927,14.93434,11.95864
math-333-9,333,math,False,False,-5.05726,7.4088,-0.78653,0.00632,0.99939,0.31291,1.16828,0.21795,8075,20871,19.33691,6.98477
math-373-4,373,math,False,False,-5.40387,3.99738,-0.04074,0.00448,0.98197,0.48982,0.80182,0.17346,5284,13178,-3.62546,5.17574
math-336-2,336,math,False,True,6.89125,-2.64043,0.63457,0.99898,0.06658,0.65353,-0.0,0.13317,3944,8312,14.87039,10.35357
math-75-1,75,math,False,True,12.28378,-11.03819,1.47427,1.0,2e-05,0.81371,-0.0,0.08307,1383,3834,2.58114,11.68754
math-349-8,349,math,False,True,7.1545,-8.77704,1.09658,0.99922,0.00015,0.74962,-0.0,0.1056,1416,3071,0.27239,10.84315
math-371-8,371,math,False,True,5.02558,-7.74367,0.82384,0.99348,0.00043,0.69505,-0.0,0.12188,625,1884,2.57073,10.40212
math-354-7,354,math,False,True,4.36207,-4.34662,-0.21853,0.98741,0.01278,0.44558,-0.0,0.18406,1134,4031,13.75059,11.92507
math-346-8,346,math,False,True,6.31791,-5.746,0.64655,0.9982,0.00319,0.65623,-0.0,0.13245,537,1403,3.46073,3.72368
math-225-6,225,math,False,False,-27.74157,4.59543,0.20231,0.0,0.99,0.55041,0.67301,0.15896,8192,4,-18.43075,-0.60943
math-94-4,94,math,False,True,6.40224,-15.76319,1.38485,0.99834,0.0,0.79977,-0.0,0.08841,942,2500,12.72618,11.29262
math-29-9,29,math,False,True,9.1994,-8.38391,0.31598,0.9999,0.00023,0.57834,-0.0,0.15217,958,3089,1.45488,8.98938
math-52-9,52,math,True,True,8.29538,-4.59541,1.6827,0.99975,0.01,0.84326,-0.0,0.07064,1773,4252,0.06736,5.767
math-495-7,495,math,True,False,-13.46878,-16.47756,-0.84846,0.0,0.0,0.29976,-0.0,0.22164,8192,4,-19.26272,-3.08796
math-206-8,206,math,False,True,2.4165,-9.61079,0.69741,0.91808,7e-05,0.66761,-0.0,0.12942,1051,2717,14.52512,11.26467
math-420-7,420,math,False,True,3.13241,6.52597,-0.19151,0.95821,0.99854,0.45227,0.94045,0.18245,5974,15552,-3.00849,5.44859
math-498-0,498,math,False,False,-40.90973,-13.0149,-0.37841,0.0,0.0,0.40651,-0.0,0.1936,8192,4,-19.31643,-1.89003
math-347-7,347,math,False,True,4.02107,-13.21056,1.23033,0.98238,0.0,0.77388,-0.0,0.09762,1119,2602,12.91338,11.28359
math-6-3,6,math,False,True,15.41729,-3.40473,-0.68482,1.0,0.03215,0.33519,-0.0,0.21188,941,3813,1.8995,8.64241
math-379-1,379,math,False,True,2.14789,6.15818,0.92299,0.89547,0.99789,0.71565,0.94045,0.11596,1548,3722,0.43422,7.64039
math-29-0,29,math,False,True,3.60676,-3.89759,0.20865,0.97358,0.01989,0.55197,-0.0,0.15858,1476,4456,1.36432,8.8752
math-89-7,89,math,False,False,-26.91118,-7.97064,-1.34424,0.0,0.00035,0.20681,-0.0,0.25122,8192,4,-18.05043,-0.1289
math-47-4,47,math,True,True,11.52905,3.96234,0.87929,0.99999,0.98134,0.70668,0.32508,0.11857,4271,9935,15.06037,10.3385
math-188-3,188,math,False,True,7.09908,-13.31092,1.44094,0.99917,0.0,0.8086,-0.0,0.08506,709,1987,2.90015,8.1633
math-125-9,125,math,False,True,3.55311,4.55959,1.04259,0.97216,0.98964,0.73935,0.32508,0.10882,2066,5003,13.33057,11.00265
math-357-3,357,math,False,True,3.16353,2.70554,-0.09223,0.95944,0.93735,0.47696,0.32508,0.17653,1893,4960,0.00565,6.54824
math-76-7,76,math,False,True,2.63554,-6.65264,0.18389,0.93311,0.00129,0.54584,-0.0,0.16005,2560,6868,-1.17389,7.77196
math-492-8,492,math,False,False,-2.09304,10.97071,-2.58197,0.10977,0.99998,0.07031,1.49787,0.32507,4849,17197,2.18754,7.17578
math-73-4,73,math,False,True,6.00333,-5.91724,-0.49452,0.99754,0.00269,0.37883,-0.0,0.20053,1257,4051,1.92826,9.35409
math-49-7,49,math,False,True,8.26423,-9.16448,0.44669,0.99974,0.0001,0.60985,-0.0,0.14438,553,1619,3.18735,9.90214
math-209-2,209,math,False,True,9.03579,-4.4162,0.55228,0.99988,0.01194,0.63466,-0.0,0.13808,751,2067,2.51961,9.23567
math-443-0,443,math,False,True,9.63906,-7.1964,0.38216,0.99993,0.00075,0.59439,-0.0,0.14823,1287,3125,-1.77062,1.74476
